"No.","station_id","C_conc_0.30cm","C_conc_30.100cm","Bulk_density_0.30cm","Bulk_density_30.100cm","C_stock.tons.ha._0.30cm","C_stock.tons.ha._30.100cm","Texture_0.30cm_.Sand","Texture_0.30cm_.Clay","Texture_0.30cm_.Silt","Textural.class_0.30cm","Texture_30.100cm_.Sand","Texture_30.100cm_.Clay","Texture_30.100cm_.Silt","Textural.class_30.100cm","Lon","Lat","MAT","MAP","Fire_frequency"
301,"id_622",1.32,1.2,1.3,1.75,52.93,63,90.8,2.8,6.4,"SAND",90.8,4.8,4.4,"SAND",24.5674745,-16.7733928,21.9666665395101,709,8
302,"id_627",0.32,0.32,1.3,1.5,12.67,14.41,92.8,2.8,4.4,"SAND",94.8,4.8,0.4,"SAND",24.5923851,-16.816636,21.9666665395101,706,0
303,"id_629",0.4,0.36,1.6,1.6,19.23,17.23,91.6,5.2,3.2,"SAND",89.6,7.2,3.2,"SAND",24.5728311,-16.8668619,21.8583335876465,701,1
304,"id_637",0.36,0.28,1.5,1.77,16.15,14.87,91.6,5.2,3.2,"SAND",91.6,7.2,1.2,"SAND",24.6003211,-16.9054114,21.9499999682109,702,4
305,"id_639",0.36,0.2,1.6,1.66,17.53,9.94,91.6,5.2,3.2,"SAND",83.6,13.2,3.2,"LOAMY SAND",24.5572011,-16.747401,21.875,715,4
306,"id_640",0.24,0.28,1.3,1.43,9.41,12,91.6,5.2,3.2,"SAND",91.6,7.2,1.2,"SAND",24.6236317,-16.8449248,21.9666665395101,705,3
307,"id_645",0.32,0.44,1.5,1.53,14.28,20.19,89.6,5.2,5.2,"SAND",89.6,7.2,3.2,"SAND",24.5624904,-16.8863596,21.9416666030884,696,1
308,"id_646",0.36,0.24,1,1.61,10.78,11.6,91.6,5.2,3.2,"SAND",91.6,5.2,3.2,"SAND",24.5967603,-16.7349086,21.9083333015442,711,1
309,"id_647",0.6,0.2,1.7,1.51,29.8,9.08,79.6,11.2,9.2,"SANDY LOAM",91.6,5.2,3.2,"SAND",24.6102436,-16.7303426,21.9833331108093,710,1
310,"id_649",0.88,0.48,1.8,1.6,46.51,23.02,81.6,7.2,11.2,"LOAMY SAND",89.6,7.2,3.2,"SAND",24.5295308,-16.8812556,22.0083332061768,697,2
311,"id_16",0.2,0.36,1,1.55,6.22,16.78,86.4,1.6,12,"SAND",88.4,3.6,8,"SAND",24.4610711,-17.0330537,21.9583333333333,686,5
312,"id_25",0.52,0.16,1.3,1.67,20.74,8.03,84.4,5.6,10,"LOAMY SAND",76.4,3.6,20,"LOAMY SAND",24.491595,-17.0262896,21.9499998092651,681,1
313,"id_31",0.44,0.44,1.6,1.72,20.64,22.7,92.4,1.6,6,"SAND",90.4,1.6,8,"SAND",24.4145806,-17.0374688,21.8666664759318,687,3
314,"id_59",1.68,1.8,1.7,1.71,85.16,92.35,70.4,3.6,26,"SANDY LOAM",66.4,5.6,28,"SANDY LOAM",24.4077726,-17.0026905,21.8749998410543,688,4
315,"id_141",0.12,0.12,1.3,1.8,4.65,6.5,95.2,2,2.8,"SAND",95.2,2,2.8,"SAND",24.378774,-16.8949735,21.858333269755,698,0
316,"id_161",0.12,0.24,1.5,1.63,5.28,11.71,89.2,4,6.8,"SAND",89.2,6,4.8,"SAND",24.3784552,-16.9521651,21.7749999364217,694,1
317,"id_166",0.88,0.52,1.4,1.75,36.2,27.31,79.2,8,12.8,"LOAMY SAND",85.2,6,8.8,"LOAMY SAND",24.2731626,-17.1365333,21.9416664441427,668,2
318,"id_167",0.04,0.04,1.6,1.57,1.89,1.89,93.2,2,4.8,"SAND",91.2,2,6.8,"SAND",24.4178443,-16.9095776,21.8166666030884,697,7
319,"id_172",0.12,0.12,1.5,1.54,5.41,5.53,91.2,2,6.8,"SAND",91.2,4,4.8,"SAND",24.3644792,-17.0237138,21.8499999046326,687,0
320,"id_173",0.2,0.04,1.4,1.65,8.64,1.98,91.2,2,6.8,"SAND",91.2,2,6.8,"SAND",24.4295017,-16.9070957,21.8666664759318,696,6
321,"id_179",0.24,0.08,1.3,1.64,9.05,3.93,91.2,2,6.8,"SAND",91.2,0,8.8,"SAND",24.2699332,-16.9302278,21.9249998728434,693,2
322,"id_181",2.2,0.2,1.5,1.59,101.4,9.57,83.2,2,14.8,"LOAMY SAND",91.2,0,8.8,"SAND",24.5046668,-17.0780103,21.899999777476,676,0
323,"id_198",0.04,0.12,1.4,1.63,1.7,5.85,93.2,2,4.8,"SAND",57.2,10,32.8,"SANDY LOAM",24.3676683,-16.9652116,21.7666665712992,693,0
324,"id_200",0.52,0.36,1.1,1.42,16.68,15.29,85.2,2,12.8,"LOAMY SAND",83.2,4,12.8,"LOAMY SAND",24.4180545,-16.902073,21.8499997456868,696,6
325,"id_208",1.52,0.76,1.7,1.43,77,32.69,85.2,4,10.8,"LOAMY SAND",85.2,8,6.8,"LOAMY SAND",24.3630634,-17.0409987,21.8583331108093,689,3
326,"id_214",0.24,0.2,1.7,1.56,12.37,9.37,91.2,0,8.8,"SAND",91.2,0,8.8,"SAND",24.3633306,-17.0341419,21.8583331108093,689,2
327,"id_217",3.44,3.28,1.9,1.51,201.06,148.57,81.2,4,14.8,"LOAMY SAND",91.2,2,6.8,"SAND",24.2839817,-17.1259433,21.875,673,2
328,"id_225",0.28,0.28,1.2,1.62,10.11,13.64,93.2,2,4.8,"SAND",93.2,2,4.8,"SAND",24.3317978,-16.9731773,21.8749998410543,693,2
329,"id_227",0.48,0.24,1.1,1.62,15.72,11.67,91.2,2,6.8,"SAND",91.2,6,2.8,"SAND",24.3643746,-17.0176157,21.8499999046326,687,5
330,"id_231",0.2,0.2,1.4,1.73,8.4,10.41,100,0,0,"SAND",100,0,0,"SAND",24.3390812,-17.056752,21.8833332061768,681,1
331,"id_236",0.32,0.16,1.6,1.67,15.33,8.02,94,4,2,"SAND",90,4,6,"SAND",24.284739,-16.9013455,21.9083334604899,696,0
332,"id_238",1,0.52,1.3,1.77,38.84,27.66,88,4,8,"SAND",90,6,4,"SAND",24.3108229,-17.0658097,21.8916664123535,680,3
333,"id_242",0.28,0.2,1.4,1.69,11.46,10.11,92,4,4,"SAND",90,4,6,"SAND",24.264587,-16.9428298,21.8999999364217,691,1
334,"id_251",1.28,1.04,1.7,1.97,64.72,61.6,90,6,4,"SAND",90,4,6,"SAND",24.3007963,-17.0164536,21.9333332379659,687,3
335,"id_253",2.68,0.6,1.8,1.78,140.93,32.05,86,6,8,"LOAMY SAND",92,4,4,"SAND",24.2963394,-17.0294033,21.9333332379659,686,1
336,"id_309",3.16,1.36,1.5,1.74,143.66,71.07,74,6,20,"SANDY LOAM",80,4,16,"LOAMY SAND",24.533667,-16.917581,22.0333333015442,693,0
337,"id_326",0.4,0.28,1.4,1.65,17.17,13.89,92,4,4,"SAND",92,4,4,"SAND",24.5268065,-16.9670203,21.9333332379659,690,7
338,"id_329",0.6,0.4,1.7,1.79,30.03,21.47,92,4,4,"SAND",92,4,4,"SAND",24.5704705,-16.948618,21.9583333333333,697,4
339,"id_600",0.2,0.16,1.5,1.82,9.29,8.72,92,4,4,"SAND",92,6,2,"SAND",24.5330869,-16.9328825,22.0249999364217,694,0
340,"id_612",1.2,0.4,1.7,1.79,62.52,21.49,74,12,14,"SANDY LOAM",76,10,14,"SANDY LOAM",24.5362437,-16.9055657,22.0416666666667,691,0
341,"id_618",0.36,0.36,1.2,1.66,12.66,17.89,96,4,0,"SAND",94,2,4,"SAND",24.5780067,-16.9514591,21.9583333333333,700,3
342,"id_636",0.24,0.2,1.1,1.22,8.06,7.34,94,4,2,"SAND",92,2,6,"SAND",24.5686562,-16.9434904,21.9583333333333,697,2
343,"id_79",1.36,0.2,1.7,1.82,68.14,10.9,93.4,3.8,2.8,"SAND",97.4,0.8,1.8,"SAND",24.3610366,-17.4543279,22.1083331902822,644,0
344,"id_145",0.72,0.4,1.6,1.46,33.73,17.53,67.4,4.8,27.8,"SANDY LOAM",65.4,8.8,25.8,"SANDY LOAM",24.2671981,-17.4782304,21.9749997456868,635,0
345,"id_168",0.2,0.28,1.8,1.68,10.59,14.09,97.4,0.8,1.8,"SAND",97.4,0.8,1.8,"SAND",24.2470401,-17.4157836,21.7166665395101,654,3
346,"id_178",0.52,0.2,1.6,1.76,25.58,10.58,97.4,0.8,1.8,"SAND",97.4,1.8,0.8,"SAND",24.2609956,-17.4002318,21.658333381017,656,1
347,"id_191",0.32,0.16,1.8,1.81,17.63,8.7,95.4,0.8,3.8,"SAND",97.4,0.8,1.8,"SAND",24.2856334,-17.4490033,21.8000000317891,656,0
348,"id_192",0.36,0.2,1.7,1.59,18.54,9.53,91.2,5.8,3,"SAND",89.2,3.8,7,"SAND",24.2762594,-17.4696594,21.9416666030884,644,0
349,"id_209",1.16,0.32,1.7,1.75,60.54,16.77,91.2,3.8,5,"SAND",89.2,3.8,7,"SAND",24.3279896,-17.4610674,21.9916667938232,644,0
350,"id_223",0.6,0.2,1.7,1.5,30.2,9.01,90.2,3.8,6,"SAND",90.2,3.8,6,"SAND",24.3581972,-17.4635167,22.0916664600372,641,0
351,"id_249",0.36,0.12,1.6,1.65,17.81,5.94,87.2,3.8,9,"SAND",91.2,1.8,7,"SAND",24.2435725,-17.4593214,22.0249998569489,636,0
352,"id_2",0.48,0.24,2,1.84,28.82,13.22,91.2,2.8,6,"SAND",89.2,3.8,7,"SAND",24.3943593,-17.4318886,22.0833333333333,645,0
353,"id_57",1.68,0.64,1.4,1.76,72.54,33.88,55.2,37.8,7,"SANDY CLAY",59.2,29.8,11,"SANDY CLAY LOAM",24.3423415,-17.3460534,21.725000222524,660,4
354,"id_62",1.04,0.36,1.7,1.44,53.75,15.53,87.2,9.8,3,"LOAMY SAND",85.2,10.8,4,"LOAMY SAND",24.3088917,-17.3663536,21.7083331743876,659,4
355,"id_75",0.24,0.16,1.9,1.85,13.6,8.89,96.2,1.8,2,"SAND",91.2,5.8,3,"SAND",24.4106999,-17.4417776,22.2166663805644,640,0
356,"id_239",0.72,0.48,1.8,1.5,39.53,21.64,91.2,3.8,5,"SAND",87.2,8.8,4,"LOAMY SAND",24.3350529,-17.3022168,21.7666666507721,664,9
357,"id_18",0.48,0.32,1.8,1.72,25.68,16.47,93.2,1.8,5,"SAND",93.2,1.8,5,"SAND",24.3957111,-17.3106361,21.7166669368744,663,2
358,"id_35",0.4,0.32,1.9,1.96,22.65,18.83,93.2,1.8,5,"SAND",94.2,2.8,3,"SAND",24.4434634,-17.3546058,21.8666668732961,658,5
359,"id_39",0.32,0.36,1.8,1.82,17.2,19.67,93.2,2.8,4,"SAND",93.2,2.8,4,"SAND",24.4149734,-17.3859472,21.8666668732961,653,1
360,"id_58",0.52,0.4,1.8,1.71,28.56,20.54,93.2,2.8,4,"SAND",92.2,2.8,5,"SAND",24.4497291,-17.3202666,21.8499999046326,664,5
361,"id_77",0.52,0.28,1.8,1.85,28.71,15.55,93.2,2.8,4,"SAND",93.2,2.8,4,"SAND",24.3764932,-17.3907613,21.841666618983,653,5
362,"id_107",2.64,0.64,1.5,1.87,116.17,35.84,61.2,21.8,17,"SANDY CLAY LOAM",71.2,21.8,7,"SANDY CLAY LOAM",24.4200936,-17.4539721,22.2583333651225,637,0
363,"id_65",0.36,0.32,1.5,1.49,15.96,14.34,96,0.6,3.4,"SAND",96,1.6,2.4,"SAND",24.5520906,-17.4070482,22.3499997456868,645,0
364,"id_67",0.32,0.2,1.8,1.86,17.76,11.18,96,1.6,2.4,"SAND",96,3.6,0.4,"SAND",24.5842076,-17.396953,22.4166665077209,645,0
365,"id_68",0.52,0.24,1.7,1.85,26.08,13.29,94,3.6,2.4,"SAND",90,3.6,6.4,"SAND",24.5408806,-17.3782724,22.1333335240682,651,4
366,"id_73",0.48,0.2,1.3,1.86,18.27,11.18,90,3.6,6.4,"SAND",90,5.6,4.4,"SAND",24.6043731,-17.3994798,22.4749999046326,645,0
367,"id_102",0.08,0.08,1.8,1.86,4.27,4.48,96,1.6,2.4,"SAND",98,0.6,1.4,"SAND",24.5962156,-17.4238316,22.4916666348775,640,0
368,"id_108",0.24,0.48,1.4,1.92,10.1,27.59,96,2.6,1.4,"SAND",92,1.6,6.4,"SAND",24.5977565,-17.3987789,22.4583331743876,644,1
369,"id_118",0.32,0.52,1.6,1.79,15.2,27.96,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.0995697,-17.1527993,21.9583333333333,672,5
370,"id_131",0.56,0.4,1.7,1.81,28.09,21.71,98,1.6,0.4,"SAND",98,0.6,1.4,"SAND",24.0806849,-17.1225146,21.9666666984558,674,1
371,"id_153",0.36,0.6,1.8,1.44,19.2,25.96,92,7.6,0.4,"SAND",92,6.6,1.4,"SAND",24.1556365,-17.255116,22.100000222524,652,1
372,"id_156",0.36,0.24,1.7,1.01,18.83,7.25,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.1016335,-17.0999024,22.0916666984558,668,2
373,"id_164",0.36,0.2,1.7,1.71,18.38,10.27,98,0.6,1.4,"SAND",98,1.6,0.4,"SAND",24.094873,-17.1111569,21.9583331743876,674,4
374,"id_165",0.4,0.24,1.7,1.78,20.78,12.83,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.1199063,-17.1401851,21.8833332061768,674,8
375,"id_171",0.08,0.12,1.5,1.91,3.71,6.89,96,0.6,3.4,"SAND",98,1.6,0.4,"SAND",24.262228,-17.1783987,21.7750000953674,670,0
376,"id_176",0.28,0.2,2,1.87,16.41,11.24,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.2636134,-17.2854681,21.7583334445953,666,4
377,"id_180",0.28,0.48,1.5,1.81,12.68,26.02,92,3.6,4.4,"SAND",94,3.6,2.4,"SAND",24.1855539,-17.1975347,21.8333328564962,668,5
378,"id_184",0.16,0.12,1.9,1.92,8.97,6.9,90,3.6,6.4,"SAND",90,5.6,4.4,"SAND",24.2422449,-17.2779446,21.783333381017,668,9
379,"id_187",0.48,0.08,1.8,1.77,25.58,4.24,90,4.6,5.4,"SAND",92,3.6,4.4,"SAND",24.1121745,-17.1526193,21.899999777476,673,3
380,"id_196",0.36,0.16,1.3,1.81,14.25,8.68,92,3.6,4.4,"SAND",94,2.6,3.4,"SAND",24.1776127,-17.1881987,21.8499995867411,668,5
381,"id_199",0.64,0.2,1.4,1.61,26.34,9.64,86,7.6,6.4,"LOAMY SAND",84,7.6,8.4,"LOAMY SAND",24.0733766,-17.1391649,22.1916669209798,656,1
382,"id_201",0.32,0.32,1.7,1.76,16.52,16.88,90,3.6,6.4,"SAND",90,3.6,6.4,"SAND",24.1078912,-17.1662345,21.9166665077209,669,2
383,"id_203",0.48,0.24,1.9,1.79,26.98,12.9,88,3.6,8.4,"SAND",88,5.6,6.4,"SAND",24.2028514,-17.3664212,21.7249999046326,655,0
384,"id_215",0.52,0.32,1.3,2,19.87,19.2,88,5.6,6.4,"SAND",92,3.6,4.4,"SAND",24.1529929,-17.1805737,22.0083333651225,661,0
385,"id_216",0.4,0.2,1.9,1.83,22.78,10.98,90,3.6,6.4,"SAND",90,3.6,6.4,"SAND",24.2296423,-17.2971687,21.7750000158946,662,6
386,"id_219",0.4,0.24,1.5,1.95,17.55,14.01,90,5.6,4.4,"SAND",92,5.6,2.4,"SAND",24.1989801,-17.210942,21.8749996821086,664,6
387,"id_229",0.48,0.32,2,1.84,28.75,17.62,92,3.6,4.4,"SAND",90,3.6,6.4,"SAND",24.2071824,-17.3722365,21.766666730245,652,0
388,"id_237",0.6,0.28,1.9,1.92,34.86,16.16,90,4.6,5.4,"SAND",90,3.6,6.4,"SAND",24.1781523,-17.3282168,21.8416667779287,655,0
389,"id_248",5.12,3.36,1.1,1.35,161.85,135.84,75.2,6.8,18,"SANDY LOAM",91.2,6.8,2,"SAND",24.1798942,-17.3004565,21.9166665077209,656,0
390,"id_250",0.28,0.88,1.1,1.85,8.88,48.94,97.2,2.8,0,"SAND",89.2,7.8,3,"SAND",24.2668986,-17.1515416,21.8499995867411,669,1
391,"id_252",0.12,0.72,1.9,1.9,7,41.06,95.2,4.8,0,"SAND",95.2,4.8,0,"SAND",24.2710188,-17.2725279,21.7750000158946,669,6
