"Year","Date","Site","Habitat","Land_class","Burned","Vegetation","Wet_biomass.g.","Dry_biomass.g.","Biomass.g.m2.","Sand...","Notes","MAT","MAP","Fire_frequency","SOC_conc30","SOC_conc70","Section_dry_weight30","Section_dry_weight70","BD30","BD70","SOC_stock30","SOC_stock70","SOC_stock_1m","lon","lat"
2023,NA,"MA206",NA,NA,"Unburned","ANNUALS",24.5,23.73,379.73,90,NA,21.9249992370605,703,4,0.429,0.156,1073,3501,0.929378252721653,1.29959523210432,11.9610981125277,14.1915799345791,26.1526780471068,24.7518411797065,-16.9174541785334
2023,NA,"MA207",NA,NA,"Early","PERENNIALS",29.57,28.63,458.13,95,NA,21.8833332061768,708,3,0.936,0.234,1244.5,3409.5,1.07792286627409,1.2656298040159,30.2680740849764,20.7310161897804,50.9990902747569,24.7388129012811,-16.8877701390833
2023,NA,"MA208",NA,NA,"Unburned","MIXTURE",27.5,26.2,419.2,90,NA,21.5666656494141,742,5,0.351,0.156,2002,4954,1.73403099902027,1.83895880601108,18.2593464196834,20.081430161641,38.3407765813244,24.7583851293199,-16.4900283223655
2023,NA,"MA210",NA,NA,"Early","ANNUALS",35.3,34.03,544.53,95,NA,21.8500003814697,689,1,0.429,0.117,1141.5,3327,0.988709483207611,1.23500523770667,12.724691048882,10.1146928968176,22.8393839456996,24.3686879840449,-17.0028728059405
2023,NA,"MA211",NA,NA,"Unburned","PERENNIALS",0,0,0,100,NA,21.841667175293,721,1,0.507,0.273,2088,3731.5,1.80851984313403,1.38515841433798,27.5075868140686,26.4703772979987,53.9779641120673,25.0243535518377,-16.6799325619386
2023,NA,"MA212",NA,NA,"Unburned","PERENNIALS",57,54.43,870.93,90,NA,23.6833324432373,661,3,1.404,0.78,1667.5,3345,1.44430404139176,1.24168696126505,60.8340862234208,67.7961080850717,128.630194308493,25.1046467006996,-17.4215663226228
2023,NA,"MA213",NA,NA,NA,"ANNUALS",29.93,28.37,453.87,95,NA,21.8833332061768,710,3,0.312,0.156,1806.5,4155,1.56469880106399,1.54236452139201,14.645580777959,16.8426205736008,31.4882013515598,24.8768223523697,-16.831896917743
2023,NA,"MA214",NA,NA,NA,"MIXTURE",33.23,32.1,513.6,100,NA,21.8500003814697,682,6,0.429,0.195,1070,2506,0.926779804671173,0.930244402071813,11.927656086118,12.6978360882802,24.6254921743982,24.4247391538249,-17.1014684936159
2023,NA,"MA215",NA,NA,"Unburned","ANNUALS",9.47,9.23,147.73,90,NA,22.7916660308838,664,2,0.39,0.156,2074.5,4383,1.79682682690687,1.62699968646479,21.0228738748104,17.7668365761955,38.7897104510058,24.9793722935326,-17.1468569886241
2023,NA,"MA216",NA,NA,"Early","MIXTURE",27.27,26.27,420.27,90,NA,21.8333339691162,721,NA,0.585,0.234,1578,4139,1.36678367455244,1.53642521156234,23.9870534883953,25.1666449653912,49.1536984537865,24.9312027910648,-16.7347857894587
